post_id,post_url,profile_id,author_unique_id,author_nick_name,text,posted_at,language,country,city,play_count,likes_count,comments_count,shares_count,saves_count,video_duration,is_slideshow,is_ad,is_sponsored,hashtags,brands_mentioned,categories_from_llm,subcategories_from_llm,content_type,tone,collaboration_type,is_alcohol_related,alcohol_reason
7005445128118684955,https://www.tiktok.com/@httpsrxsie.posie/video/7005445128118684955,6950842874280051713,httpsrxsie.posie,⌞ ⌗ Heart 🎃⌝,Reply to @kassandra.diaz093 #viral #Jesus #fypシ #chipmunkroséblackpink #fyp #blinkcheck,2021-09-08 06:24:59,en,KR,N/A,115,19,0,0,0,23,0,0,0,viral|jesus|fypシ|chipmunkroséblackpink|fyp|blinkcheck,Adidas,,,Q&A,Neutral,N/A,True,"게시글에 'rosé'라는 단어가 포함되어 있으며, 이는 종종 로제 와인을 지칭하는 데 사용됩니다."
7029156283425066241,https://www.tiktok.com/@thatgirlinkorea/video/7029156283425066241,6869231774573609990,thatgirlinkorea,Yea,#stitch with @술라이 ok maybe not as good as you 😂 #추천 #foryou,2021-11-11 03:56:23,ko,KR,N/A,288700,16500,246,121,288,15,0,0,0,stitch|추천|foryou,,,,Comedy Skit,Bright and Humorous,N/A,True,"게시글에 '술라이'라는 사용자가 언급되었고, 이는 술과 관련된 콘텐츠일 가능성이 높습니다."
6991106033267592449,https://www.tiktok.com/@xo_yujin_xo/video/6991106033267592449,6530765397141782530,xo_yujin_xo,ʚ유지니ɞ,술먹고 틱톡 찍으면 안대는 이유 🤣🔥 죄송함돠 😜 | #일상 #쌩얼주의 #비글미 #아무거나 #틱톡초보 #fyp #추천 #추천떠라 #추천떠라얍 #관리자님추천뜨게해주세요,2021-07-31 15:01:58,ko,KR,N/A,183400,5748,287,175,280,8,0,0,0,일상|쌩얼주의|비글미|아무거나|틱톡초보|fyp|추천|추천떠라|추천떠라얍|관리자님추천뜨게해주세요,,,,Lifestyle: Daily Life,Bright and Humorous,N/A,True,게시글 본문에 '술먹고'라는 직접적인 단어가 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7006253478741953794,https://www.tiktok.com/@mr.howang/video/7006253478741953794,6728998496756745217,mr.howang,💰ㅡ황군ㅡ🪙,#여름선탠 #아재버젼 #나취해떠 #해롱 #미친 #연기력 #물올랐다 #한잔더 #한잔해 #tiktok #완젼웃겨,2021-09-10 10:41:48,ko,KR,N/A,547500,10700,643,1306,380,8,0,0,0,여름선탠|아재버젼|나취해떠|해롱|미친|연기력|물올랐다|한잔더|한잔해|tiktok|완젼웃겨,,,,Comedy Skit,Bright and Humorous,N/A,True,"게시글 본문과 해시태그에 '나취해떠', '해롱', '한잔더', '한잔해'와 같이 술에 취했거나 음주를 암시하는 표현이 포함되어 있습니다."
7040463063845260546,https://www.tiktok.com/@taranihoxy/video/7040463063845260546,6631487303850770434,taranihoxy,Tara🤪,술먹고 틱톡 ~ #술배 #술배나옴 #술 #배 #안본눈삽니다 #추천안뜨면삐짐 #관리자님잘생겼어요 #01,2021-12-11 15:12:27,ko,KR,N/A,173400,5711,55,16,171,14,0,0,0,술배|술배나옴|술|배|안본눈삽니다|추천안뜨면삐짐|관리자님잘생겼어요|01,,,,Dance Choreography,Trendy/Hip,N/A,True,본문과 해시태그에 '술'이라는 단어가 명확하게 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7060732072469597446,https://www.tiktok.com/@yieimnidaa/video/7060732072469597446,152998284079394816,yieimnidaa,N.마니나 🎧ྀི✮⋆˙,halal partying 🍹#fypシ #fyp #studyabroadkorea #studyinkorea #exchangestudent #fypmalaysia🇲🇾,2022-02-04 06:06:38,en,KR,N/A,496100,106600,466,440,5010,13,0,0,0,fypシ|fyp|studyabroadkorea|studyinkorea|exchangestudent|fypmalaysia🇲🇾,,,,Travel Vlog,Trendy/Hip,N/A,True,본문과 해시태그에 칵테일 이모티콘(🍹)이 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7064928834692418843,https://www.tiktok.com/@itsyumi_/video/7064928834692418843,6560545690497794050,itsyumi_,itsyumi_,Who has the most beautiful eyes? 🥴,2022-02-15 13:32:08,en,KR,N/A,161800,20700,261,26,309,9,0,0,0,,,,,Beauty Transformation,Trendy/Hip,N/A,True,"The ""🥴"" emoji is commonly used to represent intoxication or being drunk."
7514192707053538567,https://www.tiktok.com/@bts_army9888/video/7514192707053538567,7023630703665546266,bts_army9888,𝐁.𝐓.𝐒  𝐀.𝐑.𝐌.𝐘 🇧🇩,our King back 😍🥰#jeontanju #bts_army9888 #foryou #foryoupage #fyp #tiktok #viral ,2025-06-10 05:45:29,en,KR,N/A,146600,9783,521,592,976,21,0,0,0,jeontanju|bts_army9888|foryou|foryoupage|fyp|tiktok|viral,,,,Other,Emotional/Storytelling,N/A,True,The hashtag 'jeontanju' is a Korean word that translates to 'rice wine' or 'traditional Korean liquor'.
7514539867439729941,https://www.tiktok.com/@pakharu_u/video/7514539867439729941,7263125816236885000,pakharu_u,바카루,죄송한데… 오늘 출근 못할거같아여(😆) . #출근 #간호사 #간호학과 #바카루 #직장인 #fyp #출근안하는법 ,2025-06-11 04:12:41,ko,KR,N/A,37800,525,18,11,30,11,0,0,0,출근|간호사|간호학과|바카루|직장인|fyp|출근안하는법,,,,Lifestyle,Frank and Candid,N/A,True,게시글에 '바카루'라는 술 이름이 포함되어 있습니다.
7088635391347051778,https://www.tiktok.com/@thizisdan/video/7088635391347051778,6547169499745320962,thizisdan,희웅 DANNY,Dreams come true! So happy to have my own bar now #zaneuk#자늑#winebar#korea#와인바#dreamscometrue#korealife#korean,2022-04-20 10:45:43,en,KR,N/A,137900,26500,714,69,930,22,0,0,0,zaneuk|자늑|winebar|korea|와인바|dreamscometrue|korealife|korean,,Business,Entrepreneurship|Startup,Lifestyle Vlog,Emotional/Storytelling,Self Promotion,True,게시글 본문과 해시태그에 'winebar'와 '와인바'가 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7104550634074000641,https://www.tiktok.com/@lovingcompany/video/7104550634074000641,7067939957621130241,lovingcompany,justinhan88,#일산 #철구pc방 #술한잔해요 #코인노래방 #소문난주당 @shinhs83189 #ynkentertainment #신혜선배우님 #사랑해요,2022-06-02 08:04:59,ko,KR,일산,426,9,0,0,19,60,0,0,0,일산|철구pc방|술한잔해요|코인노래방|소문난주당|ynkentertainment|신혜선배우님|사랑해요,,,,Karaoke,Bright and Humorous,N/A,True,게시글에 '술한잔해요'와 '소문난주당'이라는 해시태그가 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7514953607716834576,https://www.tiktok.com/@meat_atelier/video/7514953607716834576,7487876181283472401,meat_atelier,meat_atelier,한우 채끝 등심으로 만드는 100가지 요리 도전 #발베니 #위스키 #페어링 고기에 진심인 쉐프의 한우 채끝 등심으로 만드는 100가지 요리 도전기  그 첫번째는 바로 국내 위스키중 가장 인기 좋은 #발베니 위스키에 어울리는  아뮤즈부쉬 3가지를 만들어보았습니다.  #한우 #채끝등심 #스테이크 #위스키 #발베니12년 #발베니14캐리비안캐스크 #발베니18 #위스키페어링,2025-06-13 09:00:00,ko,KR,N/A,1,0,0,0,0,135,0,0,0,페어링|발베니14캐리비안캐스크,The Balvenie,,,Recipe Tutorial,Professional and In-depth,Organic Mention,True,"게시글 본문과 해시태그에 '발베니', '위스키', '페어링' 등 주류 및 주류와 관련된 내용이 포함되어 있습니다."
7563602969799724295,https://www.tiktok.com/@danielle__1012/video/7563602969799724295,7383634551342269457,danielle__1012,🚨DANIELLE 다니엘🚨,광주 리버틴에서 실시간 현장 LIVE‼️ 너무 재밌잖아⁉️#DANIELLE #다니엘 #디제이 #클럽,2025-10-21 09:22:34,ko,KR,광주,12900,1829,9,6,23,68,0,0,0,danielle|다니엘|디제이|클럽,,,,DJ Set,Trendy/Hip,N/A,True,"게시글에 '클럽'이라는 단어가 포함되어 있으며, 클럽은 일반적으로 주류 판매 및 음주가 이루어지는 장소이기 때문입니다."
7592260634629164309,https://www.tiktok.com/@itsgee.al/video/7592260634629164309,6762882226873205765,itsgee.al,GEE,@IndividuelGenève_kr_official ,2026-01-06 14:49:03,en,KR,Seoul,71800,873,10,51,110,60,0,0,0,,Individuel Genève,,,Lifestyle Vlog,Trendy/Hip,Brand Tagged,True,"게시글에 'IndividuelGenève'라는 이름이 포함되어 있으며, 이는 종종 고급 주류 브랜드와 연관될 수 있습니다."
7430722143530355985,https://www.tiktok.com/@ch__wony/video/7430722143530355985,6940309313303692289,ch__wony,채롱이,#apt #아파트 #challenge #로제 #aptchallenge ❤️‍🔥 #APT #ROSE ,2024-10-28 07:17:16,ko,KR,N/A,1525,77,8,3,9,26,0,0,0,apt|아파트|challenge|로제|aptchallenge|APT|ROSE,,,,Challenge,Trendy/Hip,N/A,True,"게시글에 '로제'라는 단어가 포함되어 있으며, 이는 종종 로제 와인과 같은 주류를 지칭할 수 있습니다."
7111533203743067418,https://www.tiktok.com/@dreamywonyz/video/7111533203743067418,7110737547764581402,dreamywonyz,୧ ׅ𖥔 ۫ ivy !! ⋄ 🥞,"✦ ࣪ ˖ 【 ⌗ help meee, nf ! 】🌷 𖥔 ࣪˖ ⋆ 𖦆 › taggies! #dreamywonyz #fyp #wonyoun #viral #tiktok #fypシ #ive #charlidamelio #jungkook #actives? #dontletthisflop #blowthisup #somineral #fyp #xyzbca #fyppage #foryoupage #unflopme #fyp #4u #foryou #ad #ad #GalingDITO #WhisperPreskoNight @tiktok",2022-06-21 03:40:58,en,KR,N/A,671,125,581,10,6,9,0,0,1,dreamywonyz|fyp|wonyoun|viral|tiktok|fypシ|ive|charlidamelio|jungkook|actives?|dontletthisflop|blowthisup|somineral|fyp|xyzbca|fyppage|foryoupage|unflopme|fyp|4u|foryou|ad|ad|galingdito|whisperpreskonight,,,,OOTD Fashion,Bright and Humorous,Self Promotion,True,"게시글에 'WhisperPreskoNight'라는 해시태그가 포함되어 있으며, 이는 종종 음주와 관련된 이벤트나 프로모션을 나타낼 수 있습니다."
7113200486609603867,https://www.tiktok.com/@sashamagara/video/7113200486609603867,7094943504849306650,sashamagara,Cute__ Me,#edit #fyp #foryou #foryoupage #foryourpage #tiktok #korean #shot,2022-06-25 15:30:50,ko,KR,N/A,613,156,3,0,1,8,0,0,0,edit|fyp|foryou|foryoupage|foryourpage|tiktok|korean|shot,,,,OOTD Fashion,Trendy/Hip,N/A,True,해시태그에 'shot'이 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7120195291537542401,https://www.tiktok.com/@leeana_0201/video/7120195291537542401,6995133420989858818,leeana_0201,아나,아니 난 뒤에 모기버섯마시쪙? 그거 나오는줄 알아찌 ㅋ 🦟,2022-07-14 11:54:17,ko,KR,N/A,1800000,129700,954,1214,10693,15,0,0,0,,,,,OOTD Fashion,Trendy/Hip,N/A,True,본문에서 '모기버섯마시쪙'이라는 표현은 술을 마시는 행위를 은유적으로 나타내는 것으로 해석될 수 있습니다.
7515540635210845458,https://www.tiktok.com/@explore.with.kh/video/7515540635210845458,7063385560174445569,explore.with.kh,Explore.with.kh,تجربتي في مطعم نوفيكوف  موهيتو 2.250 kd سلطه الكينوا والكيل. 10/10 4.50kd ربيان مقلي shrimp fritte 4.500kd Novikov taco 5.00 تاكو Escargots  10/10   6.750 الحلزون Truffle pizza 8.00kd 10/10 ترافيل بيتزا Veal scalopina 9.750 وجربنا الحلو   Novikov cigar   6.00 kd 10/10 Gold Rocher 3.500 kd Caffeine latte single 2.00 kd  التجربه حميله والأجواء حلوه والستاف مهتمين بأدق التفاصيل #kuwait🇰🇼 #مطاعم_الكويت #Kuwait_restaurant #kuwait_tiktoker🇰🇼 #aestheticvibes #الشعب_الصيني_ماله_حل😂😂 ##‏tok #coffeeshop #coffeelovers #aesthetic #aestheticvideos #aestheticedits #aestheticvibes #aestheticsounds #aestheticedit #aestheticvideo #aestheticwallpapers #fyp #fypage #fyppppppppppppppppppppppp #pintrest #pintrestaesthetic # #@Jacc_Kw ,2025-06-13 20:56:10,ar,KR,N/A,70300,761,30,540,717,15,0,0,0,kuwait🇰🇼|مطاعم_الكويت|kuwait_restaurant|kuwait_tiktoker🇰🇼|aestheticvibes|الشعب_الصيني_ماله_حل😂😂|coffeeshop|coffeelovers|aesthetic|aestheticvideos|aestheticedits|aestheticvibes|aestheticsounds|aestheticedit|aestheticvideo|aestheticwallpapers|fyp|fypage|fyppppppppppppppppppppppp|pintrest|pintrestaesthetic,Novikov,,,Food Review,Frank and Candid,Organic Mention,True,게시글에 'موهيتو' (모히토)라는 음료가 언급되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7515720664758701319,https://www.tiktok.com/@_rosieellen/video/7515720664758701319,7080395918998668293,_rosieellen,Rosie Ellen,👀🙊🥂 @ORA HOUSE ,2025-06-14 08:34:43,en,KR,N/A,240,16,2,0,1,33,0,0,0,,Ora House,,,Travel Vlog,Neutral,Brand Tagged,True,본문에서 샴페인 잔 이모티콘(🥂)을 사용하여 술/주류/음주 관련 콘텐츠임을 나타냅니다.
7596855161067244818,https://www.tiktok.com/@sltnqdla_tiktok/video/7596855161067244818,7394094952567489542,sltnqdla_tiktok,sltnqdla,"(공유/저장) 논현동 주민들은 좋겠다,,,  요즘 핫한 치맥레스토랑 ‘닭장맥주’가 논현동에도 새로 오픈했대요!  메뉴 고민 필요없이 치킨, 파스타부터 떡볶이, 한우대창 닭볶음탕 등 다양한  안주가 맛있어서 맥주가 술술 들어가는데  카페같이 아늑하고 따듯한 감성까지 챙길 수 있어서 데이트코스로 완전 추천드려요!  🍺닭장맥주 신논현역점 - 서울 강남구 봉은사로1길 29 2층, 3층, 4층 - 평일 17:00-05:00 / 토 15:00-05:00 / 일 15:00-03:00 - 0507-1467-0499  _  #닭장맥주 #닭장맥주신논현역점 #강남치킨맛집 #강남맛집 #신논현역맛집 ",2026-01-18 23:58:07,ko,KR,Seoul,54,1,0,0,0,13,0,0,0,닭장맥주|닭장맥주신논현역점|강남치킨맛집|강남맛집|신논현역맛집,,,,Food Review,Trendy/Hip,N/A,True,게시글에서 '맥주'를 언급하며 술이 들어가는 음식점 리뷰이기 때문입니다.
7433034899000397063,https://www.tiktok.com/@xxjominxx0314/video/7433034899000397063,6640439801428361218,xxjominxx0314,jominyoung ♥ 조민영,막차 ✊🏻 #apt #아파트 #로제 ,2024-11-03 12:51:42,ko,KR,N/A,5329,384,12,6,53,25,0,0,0,apt|아파트|로제,,,,OOTD Fashion,Trendy/Hip,N/A,True,"본문에서 '로제'는 일반적으로 로제 와인이나 로제 샴페인을 지칭하는 경우가 많으며, 이는 주류와 관련이 있습니다."
7592331798080785671,https://www.tiktok.com/@esthermediina5/video/7592331798080785671,6806468431567897606,esthermediina5,~ 𝓔𝓼𝓽𝓱𝓮𝓻 𝓜𝓮𝓭𝓲𝓷𝓪 🎀,~ Are you Team Cherry 🍒 or Team Dirty 🥤?  @fwee @4AM Marketing – Saebyeok Naesi   #fwee #colagloss #cherrycola #dirtycola #KBeauty ,2026-01-06 19:25:07,en,KR,N/A,230,11,2,1,1,39,0,0,0,fwee|colagloss|cherrycola|dirtycola|kbeauty,fwee,,,Product Promotion,Promotional/Advertising Tone,Brand Tagged,True,"게시글에서 'cherry cola'와 'dirty cola'라는 용어를 사용하고 있으며, 이는 종종 칵테일이나 술과 관련된 음료를 지칭하는 데 사용됩니다."
7584714091709598996,https://www.tiktok.com/@halol_kasmetika/video/7584714091709598996,7443870693644059666,halol_kasmetika,Momin_Kosmetika,Retinal Shot Krem 139.000 🔥🔥,2025-12-17 06:44:31,ko,KR,N/A,41100,673,199,84,107,19,0,0,0,,Celimax,,,Product Promotion,Promotional/Advertising Tone,Organic Mention,True,"게시글에 'Retinal Shot Krem'이라는 제품명이 언급되어 있으며, 이는 일반적으로 술이나 주류와 관련된 제품일 가능성이 높습니다."
7563649027846196511,https://www.tiktok.com/@christineechols8/video/7563649027846196511,6807944247766074373,christineechols8,Christine Echols,#club7,2025-10-21 12:21:47,en,KR,N/A,259,4,0,0,0,17,0,0,0,club7,,,,Lifestyle,Bright and Humorous,N/A,True,"해시태그와 본문에 'club7'이 포함되어 있으며, 클럽은 일반적으로 주류를 판매하고 음주가 이루어지는 장소이기 때문입니다."
7596858091417668880,https://www.tiktok.com/@dorameirasinceraof/video/7596858091417668880,7196658709825700870,dorameirasinceraof,Dorameira_sinceraof,Kang tae oh revelou que não gosta de beber e por isso seus amigos não o convidam pra sair.  #kangtaeoh #kangtaeohedit #taeoh #kimsejeong #kimsejeongedit ,2026-01-19 00:10:34,pt,KR,N/A,7435,635,22,10,40,74,0,0,0,kangtaeoh|kangtaeohedit|taeoh|kimsejeong|kimsejeongedit,,,,Entertainment,Frank and Candid,N/A,True,본문에서 'não gosta de beber'(술을 좋아하지 않는다)라는 표현이 언급되어 술/주류/음주 관련 콘텐츠로 판단됩니다.
7596868084816760084,https://www.tiktok.com/@ai.trend.kr/video/7596868084816760084,7518580026507150343,ai.trend.kr,AI TRENDㅣ에트매거진,"저작권 빼고 다 섞었다! AI로 만든 혼돈의 멀티버스🚌  타이타닉이 빙하 대신 도깨비의 차원 문을 통과합니다. 갑판 위에는 캐리비안의 해적들이 보이고, 분위기는 트와일라잇처럼 몽환적입니다. 말이 안 되는 조합 같지만, 눈앞에 펼쳐진 영상미는 반박 불가 수준입니다.  원작 영화의 소스는 단 1초도 쓰지 않고 오직 상상력과 프롬프트만으로 새로운 세계를 만들어낸 AI 영상.  잭 스패로우와 도깨비 김신의 술자리 합석, 이제 어디서든 가능할 것 같지 않나요?   Editor ・ kiki Source ・ @zung.zzy Content curated by @ai.trend.kr  -  Mixed everything but the copyright! A chaotic multiverse created by AI 🚌  The Titanic passes through the Goblin's portal instead of hitting an iceberg. Pirates of the Caribbean are visible on deck, and the atmosphere is dreamlike, just like Twilight.  It sounds like a nonsensical combination, but the visual beauty unfolding before your eyes is simply undeniable.  This AI video created a new world using only imagination and prompts, without using a single second of source footage from the original movies.  Jack Sparrow and Goblin Kim Shin having a drink together—doesn't it feel like anything is possible now?  Editor ・ kiki Source ・ @zung.zzy Content curated by @ai.trend.kr",2026-01-19 00:48:27,ko,KR,N/A,141,4,0,0,0,107,0,0,0,,,AI Generated Content,AI Art|AI Video|AI Mashup,Creative,Trendy/Hip,N/A,True,게시글 본문에서 '잭 스패로우와 도깨비 김신의 술자리 합석'이라는 문구를 언급하며 술과 관련된 상황을 묘사하고 있습니다.
7516829057825213697,https://www.tiktok.com/@dj_jerom/video/7516829057825213697,7176953404337144833,dj_jerom,dj_jerom,클럽에 바캉스룩을 입고간다면? #dj #jerom #디제이 #제롬 #클럽 #아지트 #azit #바캉스룩 ,2025-06-17 08:16:38,ko,KR,N/A,9404,1350,0,3,14,22,0,0,0,dj|jerom|디제이|제롬|클럽|아지트|azit|바캉스룩,,,,DJ Set,Trendy/Hip,Self Promotion,True,"게시글에 '클럽'이라는 장소가 언급되어 있으며, 클럽은 일반적으로 주류를 판매하고 음주가 이루어지는 장소이기 때문입니다."
7517060586186886407,https://www.tiktok.com/@jindo_boksoon7/video/7517060586186886407,7486763278624064520,jindo_boksoon7,jindo_boksoon7,제주여행 1일차 😁 #강아지먹방 #ai #진도복순이 #리트리버순돌이 #koreanfood #리트리버 #진돗개 #강아지 #jindo #koreandog #retreiver #puppylove #puppy #foodie #dog #memes #koreanconviencestore  #cute #비만 #funny #pets #animals #aipet #doglover #cutedog #강아지 #memes #yoga #진돗개 #진도복순이 #김치 #jindo #먹방 #mukbang #mukbang #kgood #kfood #koreanfood #막걸리 #memes #cute #비만 #funny #pets #animals #aipet #doglover #cutedog #찜질방  #犬のいる生活 #犬好きさんと繋がりたい  #かわいい犬 #癒し動画 #犬動画  #わんこ  #ペットのいる暮らし   #癒し #可愛い #ショート動画  #tiktok  #可爱  #萌宠  #狗狗日常 #日常vlog #治愈 #제주도 #제주 #코알라 #koala #jeju #travel #trip #해녀 ,2025-06-17 23:14:25,ko,KR,Jeju,853,64,2,1,5,25,0,0,0,강아지먹방|ai|진도복순이|리트리버순돌이|koreanfood|리트리버|진돗개|강아지|jindo|koreandog|retreiver|puppylove|puppy|foodie|dog|memes|koreanconviencestore|cute|비만|funny|pets|animals|aipet|doglover|cutedog|강아지|memes|yoga|진돗개|진도복순이|김치|jindo|먹방|mukbang|mukbang|kgood|kfood|koreanfood|막걸리|memes|cute|비만|funny|pets|animals|aipet|doglover|cutedog|찜질방|犬のいる生活|犬好きさんと繋がりたい|かわいい犬|癒し動画|犬動画|わんこ|ペットのいる暮らし|癒し|可愛い|ショート動画|tiktok|可爱|萌宠|狗狗日常|日常vlog|治愈|제주도|제주|코알라|koala|jeju|travel|trip|해녀,,AI/Generated Content,AI Pet Content,Vlog,Bright and Humorous,N/A,True,본문에 '막걸리'라는 술 관련 단어가 포함되어 있습니다.
7564235442137206046,https://www.tiktok.com/@marilynp_38/video/7564235442137206046,7350417770083107886,marilynp_38,Rosy Mary,fwee 3D voluming gloss: Cola Edition 🍒🥤 👄 Cherry Cola lip💋in 30% 70%   @fwee @퓌(fwee)  #fweecolagloss #fwee #fwee1Mchallenge #fweegloss #viral ,2025-10-23 02:17:03,en,KR,N/A,207,40,13,4,8,19,0,0,0,fweecolagloss|fwee|fwee1mchallenge|fweegloss|viral,fwee,,,Product Promotion,Promotional/Advertising Tone,Brand Tagged,True,"게시글 본문에 'Cola Edition'이라는 문구와 'Cherry Cola lip'이라는 표현이 사용되었고, 관련 해시태그에도 'fweecolagloss'가 포함되어 있어 술/주류/음주 관련 콘텐츠로 판단됩니다."
